PUBUKPRN,UKPRN,KISCOURSEID,KISMODE,TARPOP,TARAGG,TARSBJ,T001,T048,T064,T080,T096,T112,T128,T144,T160,T176,T192,T208,T224,T240
10007793,10007793,JBHS076,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JBHS077,1,15,24,,0,5,0,15,20,20,5,15,5,5,0,0,0,0
10007793,10007793,JBHS081,1,20,24,,0,0,5,10,35,10,5,10,15,5,5,0,0,0
10007793,10007793,JIMF001,1,35,13,025,0,5,20,20,30,10,5,0,5,0,0,0,0,0
10007793,10007793,JIMF002,1,35,13,025,0,5,20,20,30,10,5,0,5,0,0,0,0,0
10007793,10007793,JIMF004,1,90,13,027,3,12,17,19,11,17,7,3,8,1,1,0,0,0
10007793,10007793,JIMF005,1,90,13,027,3,12,17,19,11,17,7,3,8,1,1,0,0,0
10007793,10007793,JIMF006,1,90,13,027,3,12,17,19,11,17,7,3,8,1,1,0,0,0
10007793,10007793,JIMF007,1,90,13,027,3,12,17,19,11,17,7,3,8,1,1,0,0,0
10007793,10007793,JIMF008,1,20,11,L,0,20,10,15,30,5,10,0,5,0,0,0,0,0
10007793,10007793,JIMF009,1,40,13,032,5,0,5,15,15,30,25,5,5,5,0,0,0,0
10007793,10007793,JIMF010,1,40,13,032,5,0,5,15,15,30,25,5,5,5,0,0,0,0
10007793,10007793,JIMF013,1,25,13,028,0,10,25,30,25,10,0,0,0,0,0,0,0,0
10007793,10007793,JMCF009,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMCF010,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMCF011,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMCF012,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMCF013,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMCF014,1,185,13,035,4,13,8,18,12,13,9,10,9,1,1,1,1,0
10007793,10007793,JMEF001,1,20,13,037,5,5,30,10,20,10,10,5,0,0,0,0,5,0
10007793,10007793,JMEF003,1,25,13,041,0,15,25,20,15,10,10,15,0,0,0,0,0,0
10007793,10007793,JMEF005,1,65,13,038,11,6,15,17,21,9,8,9,5,0,0,0,0,0
10007793,10007793,JMEF028,1,25,13,040,5,5,30,15,10,20,5,0,5,5,0,0,0,0
10007793,10007793,QBHF012,1,20,14,,10,0,0,5,10,15,5,20,5,25,5,0,0,5
10007793,10007793,QBHF014,1,20,14,,5,0,0,10,0,15,20,25,15,5,0,0,0,0
10007793,10007793,QBHF016,1,10,24,,10,10,0,0,10,0,30,20,20,0,0,0,0,0
10007793,10007793,QBHF017,1,20,24,,0,0,0,0,10,45,5,30,15,0,0,0,0,0
10007793,10007793,QBHF018,1,25,14,,0,5,15,15,15,15,15,10,10,5,0,0,0,0
10007793,10007793,QBHF022,1,25,14,,0,0,25,15,10,15,10,15,5,5,0,0,0,0
10007793,10007793,QBHF023,1,20,14,,5,0,0,15,30,20,15,0,5,5,0,0,0,0
10007793,10007793,QBHF025,1,15,14,,5,0,15,30,0,5,15,15,5,5,0,0,0,0
10007793,10007793,QBHF044,1,10,14,,20,0,20,10,25,0,10,10,0,10,0,0,0,0
10007793,10007793,QBHF045,1,10,14,,0,0,0,20,10,10,10,20,20,10,0,0,0,0
10007793,10007793,QBHF048,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,QBHF049,1,10,14,,10,0,0,10,25,15,15,15,10,0,0,0,0,0
10007793,10007793,QBHF050,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,QBHF051,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,QBHF052,1,110,13,018,4,2,13,18,16,13,12,10,7,5,0,0,0,0
10007793,10007793,QBHF053,1,55,13,058,10,4,18,24,19,13,4,4,2,3,0,0,0,0
10007793,10007793,QBHF055,1,60,14,,5,10,22,24,9,17,5,2,3,0,2,0,0,0
10007793,10007793,QBHF055F,1,60,14,,5,10,22,24,9,17,5,2,3,0,2,0,0,0
10007793,10007793,QBHF063,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,QBHF064,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,QBHF065,1,110,13,018,4,2,13,18,16,13,12,10,7,5,0,0,0,0
10007793,10007793,QBHF066,1,60,13,005,7,2,0,5,5,19,12,22,12,12,2,0,0,2
10007793,10007793,QBHF069,1,110,13,018,4,2,13,18,16,13,12,10,7,5,0,0,0,0
10007793,10007793,QBHF077,1,25,12,04,0,5,5,10,20,10,10,15,20,0,0,5,0,0
10007793,10007793,QBHF078,1,55,13,058,10,4,18,24,19,13,4,4,2,3,0,0,0,0
10007793,10007793,QBHF078,1,75,13,105,0,1,11,18,23,18,13,14,3,0,0,0,0,0
10007793,10007793,QBHF304,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QBHF305,1,55,14,,2,2,4,18,25,16,21,9,4,0,0,0,0,0
10007793,10007793,QBHF306,1,15,24,,5,5,0,30,30,5,15,5,0,0,0,0,0,0
10007793,10007793,QBHF319,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QBHF320,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QBHF321,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QBHF322,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QBHF323,1,65,13,108,2,2,3,21,24,16,22,8,3,0,0,0,0,0
10007793,10007793,QFDF016,1,20,14,,30,5,15,5,0,5,5,15,15,0,0,0,0,0
10007793,10007793,QFDF022,1,10,14,,25,10,35,15,0,0,10,0,0,0,0,0,10,0
10007793,10007793,QFDF023,1,25,14,,30,15,40,10,5,5,0,0,0,0,0,0,0,0
10007793,10007793,QFDF308,1,15,14,,5,45,15,5,5,15,0,5,5,0,0,0,0,0
10007793,10007793,QMSF012,1,20,14,,0,5,5,10,20,10,10,15,20,0,0,5,0,0
10007793,10007793,QMSF012F,1,20,14,,0,5,5,10,20,10,10,15,20,0,0,5,0,0
10007793,10007793,YBHF011,1,10,14,,0,0,10,10,10,30,20,10,0,10,0,0,0,0
10007793,10007793,YBHF025,1,15,14,,15,0,0,30,20,5,5,15,0,5,0,0,0,0
10007793,10007793,YBHF025F,1,15,14,,15,0,0,30,20,5,5,15,0,5,0,0,0,0
10007793,10007793,YBHF026,1,30,13,066,5,0,0,20,20,25,10,10,0,5,0,0,0,0
10007793,10007793,YBHF026F,1,30,13,066,5,0,0,20,20,25,10,10,0,5,0,0,0,0
10007793,10007793,YBHF027,1,30,14,,0,0,5,20,30,30,5,5,0,5,0,0,0,0
10007793,10007793,YBHF027F,1,30,14,,0,0,5,20,30,30,5,5,0,5,0,0,0,0
10007793,10007793,YBHF029,1,15,24,,0,5,0,30,30,20,15,0,0,0,0,0,0,0
10007793,10007793,YBHF032,1,65,13,060,2,6,4,12,23,21,14,12,3,3,0,0,0,0
10007793,10007793,YBHF034,1,10,14,,10,0,20,10,20,20,10,10,0,0,0,0,0,0
10007793,10007793,YBHF034F,1,10,14,,10,0,20,10,20,20,10,10,0,0,0,0,0,0
10007793,10007793,YBHF035,1,25,13,075,5,5,10,10,25,25,10,15,5,0,0,0,0,0
10007793,10007793,YBHF035,1,15,13,101,0,0,0,20,25,35,15,5,0,0,0,0,0,0
10007793,10007793,YBHF035F,1,15,13,101,0,0,0,20,25,35,15,5,0,0,0,0,0,0
10007793,10007793,YBHF035F,1,25,13,075,5,5,10,10,25,25,10,15,5,0,0,0,0,0
10007793,10007793,YBHF036,1,25,13,075,5,5,10,10,25,25,10,15,5,0,0,0,0,0
10007793,10007793,YBHF036,1,35,13,090,0,0,5,20,30,30,5,5,0,5,0,0,0,0
10007793,10007793,YBHF038,1,30,12,27,5,0,0,20,20,25,10,10,0,5,0,0,0,0
10007793,10007793,YBHF038F,1,30,12,27,5,0,0,20,20,25,10,10,0,5,0,0,0,0
10007793,10007793,YBHF039,1,25,13,056,5,0,10,25,20,15,20,5,0,0,0,0,5,0
10007793,10007793,YBHF040,1,15,14,,0,0,0,35,30,5,20,0,0,0,0,0,5,0
10007793,10007793,YBHF041,1,25,13,056,5,0,10,25,20,15,20,5,0,0,0,0,5,0
10007793,10007793,YBHF041F,1,25,13,056,5,0,10,25,20,15,20,5,0,0,0,0,5,0
10007793,10007793,YBHF042,1,25,13,056,5,0,10,25,20,15,20,5,0,0,0,0,5,0
10007793,10007793,YBHF042,1,65,13,060,2,6,4,12,23,21,14,12,3,3,0,0,0,0
10007793,10007793,YBHF043,1,25,13,056,5,0,10,25,20,15,20,5,0,0,0,0,5,0
10007793,10007793,YBHF043,1,35,13,054,0,0,20,20,25,15,15,0,0,5,0,0,0,0
10007793,10007793,YBHF047,1,25,11,F,5,5,10,10,25,20,10,10,5,0,0,0,0,0
10007793,10007793,YBHF047,1,25,13,061,5,0,10,15,10,15,20,10,15,0,0,0,0,0
10007793,10007793,YBHF047F,1,25,11,F,5,5,10,10,25,20,10,10,5,0,0,0,0,0
10007793,10007793,YBHF047F,1,25,13,061,5,0,10,15,10,15,20,10,15,0,0,0,0,0
10007793,10007793,YBHF049,1,25,11,F,5,5,10,10,25,20,10,10,5,0,0,0,0,0
10007793,10007793,YBHF050,1,10,14,,0,0,10,0,10,25,25,0,25,0,0,0,0,0
10007793,10007793,YBHF050F,1,10,14,,0,0,10,0,10,25,25,0,25,0,0,0,0,0
10007793,10007793,YBHF052,1,40,12,26,5,0,5,20,15,15,10,25,5,0,0,0,0,0
10007793,10007793,YBHF052F,1,40,12,26,5,0,5,20,15,15,10,25,5,0,0,0,0,0
10007793,10007793,YBHF053,1,10,24,,0,0,0,0,50,15,10,15,0,0,10,0,0,0
10007793,10007793,YBHF053F,1,10,24,,0,0,0,0,50,15,10,15,0,0,10,0,0,0
10007793,10007793,YBHF056,1,25,11,F,5,5,10,10,25,20,10,10,5,0,0,0,0,0
10007793,10007793,YBHF056,1,65,13,060,2,6,4,12,23,21,14,12,3,3,0,0,0,0
10007793,10007793,YBHF057,1,35,13,054,0,0,20,20,25,15,15,0,0,5,0,0,0,0
10007793,10007793,YBHF058,1,35,13,054,0,0,20,20,25,15,15,0,0,5,0,0,0,0
10007793,10007793,YBHF058,1,75,13,105,0,1,11,18,23,18,13,14,3,0,0,0,0,0
10007793,10007793,YBHF059,1,35,13,054,0,0,20,20,25,15,15,0,0,5,0,0,0,0
10007793,10007793,YBHF059,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,YBHF065,1,20,24,,5,15,20,5,20,15,10,0,5,5,0,0,0,0
10007793,10007793,YBHF065F,1,20,24,,5,15,20,5,20,15,10,0,5,5,0,0,0,0
10007793,10007793,YBHF066,1,35,14,,5,0,10,20,15,15,10,25,5,0,0,0,0,0
10007793,10007793,YBHF066F,1,35,14,,5,0,10,20,15,15,10,25,5,0,0,0,0,0
10007793,10007793,YBHF071,1,50,13,062,5,0,10,5,25,20,20,10,5,5,0,0,0,0
10007793,10007793,YBHF071F,1,50,13,062,5,0,10,5,25,20,20,10,5,5,0,0,0,0
10007793,10007793,YBHF073,1,20,14,,0,5,25,10,25,20,0,5,5,0,0,0,0,0
10007793,10007793,YBHF073F,1,20,14,,0,5,25,10,25,20,0,5,5,0,0,0,0,0
10007793,10007793,YBHF074,1,55,13,058,10,4,18,24,19,13,4,4,2,3,0,0,0,0
10007793,10007793,YBHF074F,1,55,13,058,10,4,18,24,19,13,4,4,2,3,0,0,0,0
10007793,10007793,YBHF075,1,55,13,058,10,4,18,24,19,13,4,4,2,3,0,0,0,0
10007793,10007793,YBHF075,1,65,13,060,2,6,4,12,23,21,14,12,3,3,0,0,0,0
10007793,10007793,YBHF078,1,25,14,,5,5,10,10,30,20,15,10,5,0,0,0,0,0
10007793,10007793,YBHF078F,1,25,14,,5,5,10,10,30,20,15,10,5,0,0,0,0,0
10007793,10007793,YBHF079,1,65,13,060,2,6,4,12,23,21,14,12,3,3,0,0,0,0
10007793,10007793,YBHS008,1,15,13,067,0,5,15,5,45,0,15,5,5,0,0,0,0,0
10007793,10007793,YBHS025,1,15,24,,0,0,20,20,15,30,5,5,0,0,0,0,0,0
10007793,10007793,YBHS026,1,30,13,066,5,0,0,20,20,25,10,10,0,5,0,0,0,0
10007793,10007793,YBHS066,1,35,13,063,5,0,10,20,15,15,10,25,5,0,0,0,0,0
10007793,10007793,YBHS071,1,50,13,062,5,0,10,5,25,20,20,10,5,5,0,0,0,0
10007793,10007793,YBSF001,1,35,14,,0,0,10,20,10,25,10,10,0,10,0,5,0,0
10007793,10007793,YBSF002,1,15,14,,15,5,15,15,20,5,15,5,0,0,5,0,0,0
10007793,10007793,YBSF003,1,75,13,105,0,1,11,18,23,18,13,14,3,0,0,0,0,0
10007793,10007793,YBSF003,1,95,13,019,2,3,9,16,16,19,16,8,3,4,2,1,0,0
10007793,10007793,YBSF005,1,20,24,,0,0,10,15,5,30,20,5,0,5,5,0,0,0
10007793,10007793,YFDF013,1,15,13,061,0,40,50,0,5,5,0,0,0,0,0,0,0,0
10007793,10007793,YHDF003,1,10,14,,20,40,20,10,10,0,0,0,0,0,0,0,0,0
10007793,10007793,YHDF004,1,10,23,066,15,35,35,10,10,0,0,0,0,0,0,0,0,0
10007793,10007793,YHDF004,1,15,13,061,0,40,50,0,5,5,0,0,0,0,0,0,0,0
10007793,10007793,YHDF300,1,10,14,,0,35,45,0,10,10,0,0,0,0,0,0,0,0
10007794,10007794,A100-2100,1,155,14,,0,0,0,0,0,0,0,3,7,7,5,11,19,48
10007794,10007794,A200-2101,1,75,24,,0,0,0,0,0,0,1,3,6,12,10,22,14,31
10007794,10007794,B110-2105,1,30,14,,0,0,0,0,0,5,5,10,5,15,10,15,15,30
10007794,10007794,B120-2105,1,10,14,,0,0,0,0,0,0,10,0,10,15,15,10,10,35
10007794,10007794,B140-2105,1,40,14,,0,0,0,0,0,0,5,10,15,5,10,20,10,25
10007794,10007794,B150-2114,1,110,13,003,0,0,0,0,0,1,5,9,12,8,11,16,11,27
10007794,10007794,B210-2105,1,20,14,,0,0,0,0,0,0,0,5,0,30,15,5,15,30
10007794,10007794,B700-2102,1,30,14,,0,0,0,0,0,0,0,15,20,20,15,15,5,5
10007794,10007794,BC16-2105,1,15,14,,0,0,0,0,0,0,0,0,20,5,20,5,5,40
10007794,10007794,BC46-2105,1,10,14,,0,0,0,0,0,0,0,10,0,10,15,10,25,35
10007794,10007794,C111-2105,1,20,13,012,0,0,0,0,0,5,15,5,0,0,15,15,10,30
10007794,10007794,C143-2105,1,25,13,015,0,0,0,0,0,5,5,10,5,10,10,20,15,25
10007794,10007794,C143-2105,1,50,13,016,0,0,0,0,0,0,0,5,10,10,15,25,10,25
10007794,10007794,C144-2105,1,50,13,016,0,0,0,0,0,0,0,5,10,10,15,25,10,25
10007794,10007794,C164-2105,1,25,24,,0,5,0,0,0,15,15,0,10,10,20,10,5,15
10007794,10007794,C300-2105,1,65,14,,2,0,0,0,0,0,6,14,5,17,13,13,14,17
10007794,10007794,C302-2114,1,25,13,021,0,0,0,0,0,0,5,10,10,15,20,30,10,5
10007794,10007794,C400-2105,1,20,14,,5,0,0,0,0,0,0,10,5,5,20,15,10,35
10007794,10007794,C500-2105,1,10,24,,0,0,0,0,0,10,0,20,10,20,10,0,10,20
10007794,10007794,C540-2105,1,25,13,015,0,0,0,0,0,5,5,10,5,10,10,20,15,25
10007794,10007794,C550-2105,1,15,14,,0,0,0,0,0,5,5,0,0,5,10,25,25,25
10007794,10007794,C600-2114,1,10,13,018,0,0,0,0,0,0,0,5,15,5,20,5,15,40
10007794,10007794,C700-2105,1,40,14,,0,0,0,0,0,0,0,5,10,5,15,25,5,20
10007794,10007794,C720-2105,1,10,14,,0,10,0,0,0,0,0,0,10,10,10,15,15,35
10007794,10007794,C760-2114,1,50,13,016,0,0,0,0,0,0,0,5,10,10,15,25,10,25
10007794,10007794,C800-2208,1,65,14,,3,0,0,0,5,6,14,5,10,11,14,10,8,14
10007794,10007794,C801-2000,1,65,14,,0,0,0,0,0,6,14,17,14,14,3,8,14,8
10007794,10007794,C802-2308,1,15,14,,0,0,0,0,0,0,10,5,20,0,10,25,5,25
10007794,10007794,C930-2114,1,25,13,015,0,0,0,0,0,5,5,10,5,10,10,20,15,25
10007794,10007794,CQ82-2000,1,20,24,,0,0,0,0,0,10,0,5,30,5,10,10,5,20
10007794,10007794,CQV5-2000,1,170,13,019,1,0,0,0,2,5,12,11,14,10,10,12,10,13
10007794,10007794,CR85-2034,1,25,13,082,5,0,0,0,0,5,10,15,10,5,5,15,20,15
10007794,10007794,CR85-2034,1,170,13,019,1,0,0,0,2,5,12,11,14,10,10,12,10,13
10007794,10007794,CVW2-2000,1,160,13,090,0,0,0,1,3,9,16,16,9,8,9,7,9,12
10007794,10007794,CVW2-2000,1,170,13,019,1,0,0,0,2,5,12,11,14,10,10,12,10,13
10007794,10007794,D100-2104,1,65,14,,0,0,0,0,0,0,0,5,6,5,13,14,36,22
10007794,10007794,D300-2107,1,25,24,,0,0,0,0,0,0,10,5,10,15,25,15,5,15
10007794,10007794,D447-2334,1,10,14,,0,0,0,10,20,25,0,10,20,0,0,20,0,0
10007794,10007794,F100-2208,1,35,14,,5,0,0,0,0,15,20,15,0,15,10,10,5,5
10007794,10007794,F101-2207,1,10,14,,0,0,0,0,0,0,10,0,15,0,15,15,35,10
10007794,10007794,F102-2207,1,10,24,,0,0,0,0,0,10,0,0,10,0,10,20,20,30
10007794,10007794,F103-2208,1,15,24,,0,0,0,0,0,0,5,15,15,5,15,5,20,15
10007794,10007794,F104-2207,1,10,14,,0,0,0,0,0,0,0,0,0,25,15,15,0,40
10007794,10007794,F105-2207,1,75,13,025,1,0,0,0,0,9,13,8,5,13,12,12,10,16
10007794,10007794,F300-2208,1,30,14,,0,0,5,0,0,5,10,15,5,10,15,15,5,5
10007794,10007794,F301-2207,1,35,14,,0,0,0,0,0,0,0,10,10,10,15,20,15,20
10007794,10007794,F320-2207,1,10,24,,0,0,0,0,0,0,0,0,0,10,0,20,20,55
10007794,10007794,F321-2207,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,F335-2208,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,F340-2207,1,20,24,,0,0,0,0,0,5,5,5,5,5,10,15,30,25
10007794,10007794,F344-2208,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,F3F5-2208,1,15,24,,0,0,0,0,0,0,15,0,15,5,5,20,20,20
10007794,10007794,F3FM-2207,1,35,14,,0,5,0,0,0,0,5,10,5,10,20,10,15,15
10007794,10007794,F600-2208,1,45,14,,0,0,0,0,5,10,10,10,5,5,20,10,5,25
10007794,10007794,F800-2208,1,25,14,,0,0,0,0,0,5,25,5,10,15,5,0,5,20
10007794,10007794,FF53-2208,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,FF5H-2207,1,10,24,,10,0,0,0,0,0,0,0,10,0,0,15,15,50
10007794,10007794,FG5D-2207,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,FG5D-2207,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,FGM1-2208,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,FGM1-2208,1,140,13,026,1,1,1,0,0,2,6,12,7,9,11,15,17,17
10007794,10007794,G100-2208,1,35,14,,0,0,0,0,0,5,10,5,10,15,10,15,10,20
10007794,10007794,G101-2207,1,15,14,,0,0,0,0,0,0,0,5,20,0,15,15,15,30
10007794,10007794,G102-2000,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,G300-2208,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,G302-2207,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,G400-2208,1,35,14,,0,0,0,0,10,5,10,15,5,20,5,15,5,15
10007794,10007794,G401-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G402-2207,1,20,14,,0,5,0,0,0,5,10,10,0,15,10,15,10,15
10007794,10007794,G403-2207,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G430-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G503-2000,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G600-2207,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G601-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,G610-2207,1,10,24,,0,0,0,0,0,0,20,20,20,10,10,0,10,10
10007794,10007794,GH66-2208,1,50,13,040,0,0,0,0,5,5,0,5,5,5,15,10,20,30
10007794,10007794,GH66-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,GHP6-2200,1,50,13,040,0,0,0,0,5,5,0,5,5,5,15,10,20,30
10007794,10007794,GHP6-2200,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,GN33-2208,1,20,13,065,0,0,0,0,0,5,0,5,10,0,20,20,20,20
10007794,10007794,GN33-2208,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GQ12-2000,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GQ12-2000,1,175,13,075,0,0,0,0,3,10,15,16,10,8,8,10,10,11
10007794,10007794,GQ15-2000,1,15,23,077,0,0,0,0,0,0,5,10,5,5,15,20,25,15
10007794,10007794,GQ15-2000,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GQ5N-2000,1,15,23,077,0,0,0,0,0,0,5,10,5,5,15,20,25,15
10007794,10007794,GR15-2034,1,25,13,082,5,0,0,0,0,5,10,15,10,5,5,15,20,15
10007794,10007794,GR15-2034,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GR17-2034,1,20,23,083,0,0,0,0,0,5,15,5,5,10,10,10,10,25
10007794,10007794,GR17-2034,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GVC2-2000,1,100,13,032,0,0,1,0,0,2,4,7,12,10,11,15,18,20
10007794,10007794,GVC2-2000,1,160,13,090,0,0,0,1,3,9,16,16,9,8,9,7,9,12
10007794,10007794,H111-2304,1,20,14,,0,0,0,0,0,5,10,15,10,45,0,5,5,5
10007794,10007794,H200-2204,1,10,13,041,0,0,0,0,0,0,0,5,0,0,35,30,5,20
10007794,10007794,H202-2200,1,10,13,041,0,0,0,0,0,0,0,5,0,0,35,30,5,20
10007794,10007794,H2K1-2204,1,10,24,,0,0,0,0,0,0,0,0,0,0,40,15,15,25
10007794,10007794,H2KC-2200,1,15,24,,0,0,0,0,0,0,15,20,15,5,20,5,5,5
10007794,10007794,H300-2200,1,30,14,,0,0,0,0,0,5,10,5,5,20,15,15,15,5
10007794,10007794,H302-2204,1,25,24,,0,0,0,0,0,0,5,10,15,10,10,15,10,25
10007794,10007794,H315-2200,1,65,13,037,0,0,0,0,0,1,4,3,10,20,11,18,15,16
10007794,10007794,H316-2204,1,65,13,037,0,0,0,0,0,1,4,3,10,20,11,18,15,16
10007794,10007794,H3H4-2200,1,15,24,,0,0,0,0,0,5,5,15,30,15,5,5,0,15
10007794,10007794,H3HK-2204,1,10,24,,0,0,0,0,0,0,0,0,0,10,0,40,15,35
10007794,10007794,H3W2-2200,1,10,14,,0,0,0,0,0,0,0,0,15,25,25,15,0,15
10007794,10007794,H3WG-2204,1,25,24,,0,0,0,0,0,0,0,0,5,10,15,20,20,30
10007794,10007794,H401-2204,1,80,13,038,0,0,1,0,0,3,8,13,9,8,6,21,13,18
10007794,10007794,H402-2200,1,80,13,038,0,0,1,0,0,3,8,13,9,8,6,21,13,18
10007794,10007794,H410-2204,1,35,14,,0,0,5,0,0,0,5,5,5,10,0,35,15,25
10007794,10007794,H415-2200,1,35,14,,0,0,0,0,0,5,10,20,10,10,10,10,15,10
10007794,10007794,H6W3-2200,1,10,24,,0,0,0,0,0,0,0,20,30,20,10,10,0,10
10007794,10007794,H6WJ-2204,1,35,13,097,0,0,0,0,5,10,5,15,10,10,10,15,5,20
10007794,10007794,H6WJ-2204,1,50,13,040,0,0,0,0,5,5,0,5,5,5,15,10,20,30
10007794,10007794,HG66-2204,1,50,13,040,0,0,0,0,5,5,0,5,5,5,15,10,20,30
10007794,10007794,HG66-2204,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,HH37-2200,1,65,13,037,0,0,0,0,0,1,4,3,10,20,11,18,15,16
10007794,10007794,HH56-2200,1,10,14,,0,0,0,0,10,20,0,10,10,0,20,10,20,0
10007794,10007794,HH56-2204,1,20,24,,0,0,0,0,0,0,5,5,5,0,5,35,15,25
10007794,10007794,HHJ7-2204,1,65,13,037,0,0,0,0,0,1,4,3,10,20,11,18,15,16
10007794,10007794,I100-2207,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,I100-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,I100A-2207,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,I100A-2208,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,IR35-2034,1,25,13,082,5,0,0,0,0,5,10,15,10,5,5,15,20,15
10007794,10007794,IR35-2034,1,80,13,035,0,1,0,0,5,7,9,11,5,13,9,15,8,16
10007794,10007794,J750-2200,1,210,11,9,0,0,1,0,1,2,5,7,8,10,12,18,14,21
10007794,10007794,J751-2204,1,210,11,9,0,0,1,0,1,2,5,7,8,10,12,18,14,21
10007794,10007794,L112-2308,1,20,24,,0,0,0,0,0,5,30,15,5,15,10,5,10,0
10007794,10007794,L150-2308,1,20,14,,0,0,0,0,5,25,10,5,15,0,20,5,10,5
10007794,10007794,L202-2308,1,35,14,,0,0,0,0,0,5,10,10,20,5,15,15,10,10
10007794,10007794,L300-2308,1,10,14,,0,0,0,0,0,10,0,10,20,30,0,20,0,10
10007794,10007794,L430-2308,1,20,23,055,0,0,0,0,0,15,15,20,10,25,5,0,15,0
10007794,10007794,L700-2308,1,20,14,,0,0,0,0,0,0,5,15,10,10,0,15,15,20
10007794,10007794,L702-2000,1,30,14,,0,0,0,0,5,20,15,10,5,15,15,5,0,5
10007794,10007794,LL34-2312,1,160,11,2,0,0,0,0,0,1,3,10,12,13,12,15,11,23
10007794,10007794,LL34-2312,1,30,13,054,0,0,0,0,0,15,10,10,10,15,10,10,10,10
10007794,10007794,LQ15-2308,1,15,23,077,0,0,0,0,0,0,5,10,5,5,15,20,25,15
10007794,10007794,LQ15-2308,1,45,13,052,0,0,0,0,0,20,15,5,10,0,15,5,20,10
10007794,10007794,LQ22-2000,1,75,13,053,0,0,0,0,1,7,10,13,18,6,11,11,9,13
10007794,10007794,LQ22-2000,1,15,23,077,0,0,0,0,0,0,5,10,5,5,15,20,25,15
10007794,10007794,LQ32-2000,1,30,13,054,0,0,0,0,0,15,10,10,10,15,10,10,10,10
