AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004078) London South Bank University,LLB (Hons) Law with Criminology,3522A
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) Commercial Law,146M293K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) European Law and Politics,146M294K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) Law,146M200K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) Law with Criminology,146M290K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) Law with Human Rights,146M291K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004351) Middlesex University,LLB (Hons) Law with International Relations,146M292K3
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Business Law,LAW_111_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) International Law,LAW_100_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law,LAW_055_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law,LAW_059_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law DL,LAW_165_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law with Business,LAW_072_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law with Criminology,LAW_054_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10004797) The Nottingham Trent University,LLB (Hons) Law with Psychology,LAW_074_1
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10005343) The Queen's University of Belfast,LLB (Hons) Common & Civil Law with French,CCL-MM-FRH
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10005343) The Queen's University of Belfast,LLB (Hons) Common & Civil Law with Spanish,CCL-MM-HSP
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10005343) The Queen's University of Belfast,LLB (Hons) Law,LAW-LLB-S
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10005343) The Queen's University of Belfast,LLB (Hons) Law with Politics,LAW-MM-POL
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Business Law,SSTK-10785
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Criminology,SSTK-10775
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Criminology,SSTK-10776
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Law,SSTK-10774
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Law,SSTK-10777
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006299) Staffordshire University,LLB (Hons) Law,SSTK-10778
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006566) The University of West London,LLB (Hons) Law,LLBFSP001E
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006566) The University of West London,LLB (Hons) Law,LLBHON001E
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006840) The University of Birmingham,LLB (Hons) Law,K0156
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006840) The University of Birmingham,LLB (Hons) Law with Business Studies,K0270
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006840) The University of Birmingham,LLB (Hons) Law with Criminology,K0471
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006840) The University of Birmingham,LLB (Hons) Law with French Law,K0157
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006840) The University of Birmingham,LLB (Hons) Law with German Law,K0158
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006841) The University of Bolton,LLB (Hons) Laws,AAL0006
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006841) The University of Bolton,LLB (Hons) Laws,AAL0012
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006841) The University of Bolton,LLB (Hons) Laws,AAL5011
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law,LLB_LW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Accounting and Finance,LLB_LAF
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Business Studies,LLB_LBS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Criminology,LLB_LC
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with French,LLB_LF
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with German,LLB_LG
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Italian,LLB_LI
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Philosophy,LLB_LP
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10006842) The University of Liverpool,LLB (Hons) Law with Spanish,LLB_LS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and Creative Writing,SUBLAWSSUBCREW
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and Criminology,SUBCRIMSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and Events Management,SUBEVMASUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and Film & Screen Studies,SUBLAWSSUBFILM
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and History,SUBHISTSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Law and Human Resource Management,SUBHRMASUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Management and Law,SUBMGMTSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Popular Music and Law,SUBPOPMSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Social Care and Law,SUBSCARSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA (Hons) Sociology and Law,SUBLAWSSUBSOCI
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA/BSc (Hons) Law and Accounting,SUBACCOSUBLAWS
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA/BSc (Hons) Law and Advertising,SUBLAWSSUBADVE
Bar Standards Board,Accredited by the Bar Standards Board for the purpose of a Qualifying Law Degree.,(10007138) The University of Northampton,BA/BSc (Hons) Law and Business,SUBBUSISUBLAWS
